Id_contract,Id_employee,Id_job,Type_contract,Modality,Workdays,Worktime,Branch,Hiring_date,Termination_date
H-1651,2651,DSII2651,Temporary,Remote,5,40,2,27/02/2016,26/02/2017
H-1652,2652,DSII2652,Indefinite,On-Site,5,40,5,13/08/2017,N/A
H-1653,2653,DSII2653,Indefinite,Hybrid,5,40,1,23/10/2023,N/A
H-1654,2654,DSII2654,Indefinite,Remote,5,40,5,29/01/2010,N/A
H-1655,2655,DSII2655,Indefinite,Remote,5,40,5,30/01/2013,N/A
H-1656,2656,DSII2656,Temporary,On-Site,5,40,3,13/03/2007,12/03/2008
H-1657,2657,DSII2657,Indefinite,On-Site,5,40,1,18/04/2020,N/A
H-1658,2658,DSII2658,Temporary,On-Site,5,40,4,24/04/2005,24/04/2006
H-1659,2659,DSII2659,Indefinite,On-Site,5,40,3,14/12/2013,N/A
H-1660,2660,DSII2660,Temporary,On-Site,5,40,6,16/12/2011,15/12/2012
H-1661,2661,DSII2661,Indefinite,On-Site,5,40,4,25/04/2013,N/A
H-1662,2662,DSII2662,Temporary,Hybrid,5,40,4,29/10/2013,29/10/2014
H-1663,2663,DSII2663,Temporary,Remote,5,40,6,04/12/2022,04/12/2023
H-1664,2664,DSII2664,Indefinite,Hybrid,5,40,4,19/07/2007,N/A
H-1665,2665,DSII2665,Temporary,Remote,5,40,6,03/12/2013,03/12/2014
H-1666,2666,DSII2666,Indefinite,On-Site,5,40,5,26/12/2023,N/A
H-1667,2667,DSII2667,Indefinite,Remote,5,40,6,19/04/2014,N/A
H-1668,2668,DSII2668,Indefinite,Hybrid,5,40,5,10/06/2009,N/A
H-1669,2669,DSII2669,Temporary,Hybrid,5,40,4,25/09/2008,25/09/2009
H-1670,2670,DSII2670,Temporary,On-Site,5,40,4,22/08/2008,22/08/2009
H-1671,2671,DSII2671,Indefinite,On-Site,5,40,6,10/10/2011,N/A
H-1672,2672,DSII2672,Indefinite,Remote,5,40,2,18/06/2015,N/A
H-1673,2673,DSII2673,Temporary,Hybrid,5,40,4,27/12/2006,27/12/2007
H-1674,2674,DSII2674,Temporary,Remote,5,40,5,24/12/2019,23/12/2020
H-1675,2675,DSII2675,Temporary,Hybrid,5,40,2,29/01/2020,28/01/2021
H-1676,2676,DSII2676,Temporary,Hybrid,5,40,1,30/09/2012,30/09/2013
H-1677,2677,DSII2677,Indefinite,Hybrid,5,40,4,26/12/2015,N/A
H-1678,2678,DSII2678,Temporary,Hybrid,5,40,5,07/03/2014,07/03/2015
H-1679,2679,DSII2679,Temporary,Hybrid,5,40,2,14/10/2021,14/10/2022
H-1680,2680,DSII2680,Temporary,On-Site,5,40,5,24/04/2020,24/04/2021
H-1681,2681,DSII2681,Indefinite,Remote,5,40,5,22/11/2018,N/A
H-1682,2682,DSII2682,Indefinite,On-Site,5,40,5,29/07/2016,N/A
H-1683,2683,DSII2683,Indefinite,Hybrid,5,40,6,15/04/2016,N/A
H-1684,2684,DSII2684,Indefinite,Remote,5,40,4,28/10/2020,N/A
H-1685,2685,DSII2685,Indefinite,Remote,5,40,4,27/09/2016,N/A
H-1686,2686,DSII2686,Temporary,Remote,5,40,3,09/06/2014,09/06/2015
H-1687,2687,DSII2687,Indefinite,Remote,5,40,1,11/01/2005,N/A
H-1688,2688,DSII2688,Indefinite,Remote,5,40,1,17/02/2019,N/A
H-1689,2689,DSII2689,Indefinite,Hybrid,5,40,6,07/08/2013,N/A
H-1690,2690,DSII2690,Temporary,On-Site,5,40,3,23/10/2017,23/10/2018
H-1691,2691,DSII2691,Temporary,On-Site,5,40,4,11/12/2011,10/12/2012
H-1692,2692,DSII2692,Temporary,On-Site,5,40,3,20/03/2018,20/03/2019
H-1693,2693,DSII2693,Temporary,On-Site,5,40,5,28/09/2019,27/09/2020
H-1694,2694,DSII2694,Temporary,Remote,5,40,2,28/02/2007,28/02/2008
H-1695,2695,DSII2695,Temporary,Hybrid,5,40,4,27/09/2008,27/09/2009
H-1696,2696,DSII2696,Temporary,Remote,5,40,1,12/06/2009,12/06/2010
H-1697,2697,DSII2697,Temporary,On-Site,5,40,6,15/11/2021,15/11/2022
H-1698,2698,DSII2698,Indefinite,On-Site,5,40,1,13/10/2022,N/A
H-1699,2699,DSII2699,Temporary,On-Site,5,40,6,13/08/2010,13/08/2011
H-1700,2700,DSII2700,Temporary,Hybrid,5,40,3,27/03/2010,27/03/2011
H-1701,2701,DSII2701,Temporary,Remote,5,40,1,15/01/2007,15/01/2008
H-1702,2702,DSII2702,Indefinite,Remote,5,40,5,08/02/2016,N/A
H-1703,2703,DSII2703,Indefinite,On-Site,5,40,2,28/05/2015,N/A
H-1704,2704,DSII2704,Temporary,Hybrid,5,40,4,27/05/2019,26/05/2020
H-1705,2705,DSII2705,Temporary,On-Site,5,40,1,01/05/2020,01/05/2021
H-1706,2706,DSII2706,Indefinite,Remote,5,40,3,23/12/2009,N/A
H-1707,2707,DSII2707,Indefinite,On-Site,5,40,3,23/07/2022,N/A
H-1708,2708,DSII2708,Indefinite,Hybrid,5,40,2,24/04/2021,N/A
H-1709,2709,DSII2709,Temporary,Remote,5,40,6,02/07/2020,02/07/2021
H-1710,2710,DSII2710,Indefinite,Remote,5,40,5,08/02/2010,N/A
H-1711,2711,DSII2711,Indefinite,On-Site,5,40,6,21/02/2023,N/A
H-1712,2712,DSII2712,Temporary,On-Site,5,40,3,07/04/2008,07/04/2009
H-1713,2713,DSII2713,Indefinite,On-Site,5,40,1,21/09/2015,N/A
H-1714,2714,DSII2714,Temporary,On-Site,5,40,4,06/06/2021,06/06/2022
H-1715,2715,DSII2715,Indefinite,On-Site,5,40,2,19/05/2009,N/A
H-1716,2716,DSII2716,Indefinite,On-Site,5,40,2,04/07/2010,N/A
H-1717,2717,DSII2717,Temporary,Hybrid,5,40,2,25/08/2015,24/08/2016
H-1718,2718,DSII2718,Temporary,Remote,5,40,6,09/09/2015,08/09/2016
H-1719,2719,DSII2719,Indefinite,Hybrid,5,40,4,06/09/2014,N/A
H-1720,2720,DSII2720,Temporary,Remote,5,40,2,19/03/2012,19/03/2013
H-1721,2721,DSII2721,Temporary,On-Site,5,40,2,28/05/2007,27/05/2008
H-1722,2722,DSII2722,Temporary,Remote,5,40,1,11/03/2017,11/03/2018
H-1723,2723,ISII2723,Temporary,Hybrid,5,40,3,26/06/2023,25/06/2024
H-1724,2724,DSI2724,Temporary,Hybrid,5,40,4,27/09/2014,27/09/2015
H-1725,2725,ISII2725,Temporary,On-Site,5,40,3,21/03/2018,21/03/2019
H-1726,2726,DSII2726,Indefinite,On-Site,5,40,4,19/11/2015,N/A
H-1727,2727,ISII2727,Indefinite,Remote,5,40,3,07/08/2016,N/A
H-1728,2728,ISII2728,Temporary,Hybrid,5,40,2,16/09/2018,16/09/2019
H-1729,2729,DSII2729,Temporary,Remote,5,40,1,03/10/2020,03/10/2021
H-1730,2730,ISII2730,Temporary,Hybrid,5,40,1,07/09/2007,06/09/2008
H-1731,2731,ISII2731,Indefinite,Hybrid,5,40,3,12/05/2007,N/A
H-1732,2732,ES2732,Indefinite,Hybrid,5,40,6,01/07/2005,N/A
H-1733,2733,ISII2733,Indefinite,Hybrid,5,40,1,20/12/2012,N/A
H-1734,2734,ISII2734,Indefinite,Hybrid,5,40,5,28/08/2016,N/A
H-1735,2735,ASI2735,Temporary,On-Site,5,40,4,06/12/2006,06/12/2007
H-1736,2736,DSI2736,Temporary,Remote,5,40,2,21/02/2009,21/02/2010
H-1737,2737,ASI2737,Temporary,On-Site,5,40,2,17/04/2019,16/04/2020
H-1738,2738,ES2738,Indefinite,Hybrid,5,40,6,18/09/2021,N/A
H-1739,2739,ASI2739,Indefinite,Remote,5,40,4,20/03/2009,N/A
H-1740,2740,DSI2740,Temporary,Remote,5,40,2,18/09/2021,18/09/2022
H-1741,2741,DSI2741,Temporary,Remote,5,40,5,01/02/2013,01/02/2014
H-1742,2742,ISII2742,Indefinite,Remote,5,40,3,16/11/2012,N/A
H-1743,2743,ISII2743,Indefinite,Remote,5,40,1,29/10/2012,N/A
H-1744,2744,ISII2744,Temporary,Hybrid,5,40,4,27/03/2020,27/03/2021
H-1745,2745,ISII2745,Indefinite,On-Site,5,40,3,12/11/2012,N/A
H-1746,2746,ISII2746,Temporary,On-Site,5,40,1,28/08/2010,28/08/2011
H-1747,2747,ISII2747,Indefinite,On-Site,5,40,5,03/10/2019,N/A
H-1748,2748,ISII2748,Indefinite,On-Site,5,40,1,11/03/2006,N/A
H-1749,2749,ASI2749,Temporary,Remote,5,40,2,13/10/2011,12/10/2012
H-1750,2750,DSI2750,Temporary,Hybrid,5,40,1,27/08/2009,27/08/2010
H-1751,2751,DSII2751,Indefinite,Remote,5,40,4,01/11/2011,N/A
H-1752,2752,ISII2752,Indefinite,On-Site,5,40,2,23/11/2010,N/A
H-1753,2753,ISII2753,Indefinite,On-Site,5,40,3,11/10/2019,N/A
H-1754,2754,DSII2754,Temporary,On-Site,5,40,6,22/08/2019,21/08/2020
H-1755,2755,ASI2755,Indefinite,Hybrid,5,40,3,28/03/2006,N/A
H-1756,2756,DSI2756,Indefinite,Remote,5,40,6,18/08/2017,N/A
H-1757,2757,ISII2757,Indefinite,Remote,5,40,1,06/03/2020,N/A
H-1758,2758,ISII2758,Temporary,On-Site,5,40,5,15/02/2019,15/02/2020
H-1759,2759,ASI2759,Temporary,Hybrid,5,40,1,22/01/2016,21/01/2017
H-1760,2760,DSI2760,Temporary,On-Site,5,40,3,06/01/2019,06/01/2020
H-1761,2761,ASI2761,Temporary,Remote,5,40,4,14/09/2012,14/09/2013
H-1762,2762,DSII2762,Temporary,On-Site,5,40,6,19/02/2018,19/02/2019
H-1763,2763,DSII2763,Temporary,Hybrid,5,40,1,26/11/2014,26/11/2015
H-1764,2764,ISII2764,Indefinite,Remote,5,40,5,17/02/2014,N/A
H-1765,2765,ASI2765,Indefinite,Remote,5,40,5,21/02/2016,N/A
H-1766,2766,ISII2766,Temporary,On-Site,5,40,4,24/11/2008,24/11/2009
H-1767,2767,ES2767,Indefinite,On-Site,5,40,1,28/12/2020,N/A
H-1768,2768,ISII2768,Indefinite,On-Site,5,40,3,16/05/2017,N/A
H-1769,2769,ISII2769,Temporary,On-Site,5,40,3,24/12/2017,24/12/2018
H-1770,2770,ES2770,Temporary,On-Site,5,40,2,20/10/2015,19/10/2016
H-1771,2771,ISII2771,Indefinite,On-Site,5,40,5,02/04/2007,N/A
H-1772,2772,ASI2772,Indefinite,Hybrid,5,40,6,03/02/2021,N/A
H-1773,2773,ES2773,Indefinite,Remote,5,40,4,26/10/2008,N/A
H-1774,2774,ISII2774,Temporary,Hybrid,5,40,2,08/07/2009,08/07/2010
H-1775,2775,ISII2775,Indefinite,Remote,5,40,3,14/05/2014,N/A
H-1776,2776,ISII2776,Indefinite,On-Site,5,40,4,18/05/2014,N/A
H-1777,2777,DSII2777,Indefinite,Remote,5,40,1,15/07/2010,N/A
H-1778,2778,DSII2778,Temporary,Hybrid,5,40,3,11/10/2011,10/10/2012
H-1779,2779,ISII2779,Temporary,Hybrid,5,40,2,01/10/2023,30/09/2024
H-1780,2780,ISII2780,Temporary,On-Site,5,40,3,25/02/2019,25/02/2020
H-1781,2781,DSII2781,Temporary,On-Site,5,40,3,25/08/2005,25/08/2006
H-1782,2782,ES2782,Temporary,Remote,5,40,4,08/05/2014,08/05/2015
H-1783,2783,DSI2783,Indefinite,Hybrid,5,40,4,14/02/2022,N/A
H-1784,2784,ASI2784,Temporary,Remote,5,40,1,13/04/2007,12/04/2008
H-1785,2785,DSII2785,Indefinite,Hybrid,5,40,6,05/01/2014,N/A
H-1786,2786,ASI2786,Indefinite,Hybrid,5,40,2,14/07/2021,N/A
H-1787,2787,ISII2787,Temporary,Hybrid,5,40,1,05/06/2019,04/06/2020
H-1788,2788,DSI2788,Temporary,Hybrid,5,40,5,18/09/2013,18/09/2014
H-1789,2789,DSI2789,Indefinite,Hybrid,5,40,6,04/09/2015,N/A
H-1790,2790,DSII2790,Temporary,On-Site,5,40,4,07/09/2017,07/09/2018
H-1791,2791,ISII2791,Temporary,Remote,5,40,1,02/11/2020,02/11/2021
H-1792,2792,ISII2792,Indefinite,On-Site,5,40,2,13/04/2009,N/A
H-1793,2793,ES2793,Indefinite,Hybrid,5,40,1,13/01/2012,N/A
H-1794,2794,DSI2794,Indefinite,Remote,5,40,3,05/11/2015,N/A
H-1795,2795,ASI2795,Indefinite,Remote,5,40,1,29/12/2020,N/A
H-1796,2796,ISII2796,Temporary,Remote,5,40,2,17/03/2016,17/03/2017
H-1797,2797,ISII2797,Indefinite,Remote,5,40,1,08/12/2022,N/A
H-1798,2798,ISII2798,Indefinite,Remote,5,40,2,07/08/2007,N/A
H-1799,2799,ASI2799,Indefinite,Hybrid,5,40,2,23/07/2011,N/A
H-1800,2800,DSI2800,Indefinite,On-Site,5,40,1,08/10/2023,N/A
H-1801,2801,ISII2801,Indefinite,On-Site,5,40,6,26/04/2020,N/A
H-1802,2802,ISII2802,Temporary,On-Site,5,40,2,29/03/2013,29/03/2014
H-1803,2803,ASI2803,Temporary,On-Site,5,40,2,28/04/2013,28/04/2014
H-1804,2804,ISII2804,Indefinite,Remote,5,40,6,26/11/2016,N/A
H-1805,2805,DSI2805,Indefinite,Hybrid,5,40,3,14/04/2013,N/A
H-1806,2806,DSII2806,Temporary,Remote,5,40,5,05/04/2016,05/04/2017
H-1807,2807,DSII2807,Indefinite,On-Site,5,40,5,07/05/2010,N/A
H-1808,2808,ISII2808,Indefinite,On-Site,5,40,5,07/06/2007,N/A
H-1809,2809,ISII2809,Indefinite,On-Site,5,40,4,28/08/2015,N/A
H-1810,2810,DSII2810,Temporary,Hybrid,5,40,2,20/05/2016,20/05/2017
H-1811,2811,DSII2811,Temporary,Remote,5,40,3,04/12/2023,03/12/2024
H-1812,2812,ASI2812,Indefinite,Remote,5,40,5,23/07/2017,N/A
H-1813,2813,DSI2813,Temporary,On-Site,5,40,6,18/09/2010,18/09/2011
H-1814,2814,ASI2814,Indefinite,Hybrid,5,40,4,02/02/2006,N/A
H-1815,2815,ASI2815,Indefinite,On-Site,5,40,6,09/10/2019,N/A
H-1816,2816,ASI2816,Temporary,Remote,5,40,6,26/07/2012,26/07/2013
H-1817,2817,DSI2817,Indefinite,On-Site,5,40,4,21/02/2021,N/A
H-1818,2818,DSI2818,Temporary,Hybrid,5,40,1,16/02/2010,16/02/2011
H-1819,2819,ASI2819,Indefinite,Remote,5,40,5,12/08/2020,N/A
H-1820,2820,ASI2820,Temporary,Remote,5,40,1,13/05/2018,13/05/2019
H-1821,2821,ISII2821,Temporary,On-Site,5,40,6,20/01/2008,19/01/2009
H-1822,2822,ES2822,Indefinite,On-Site,5,40,4,27/03/2019,N/A
H-1823,2823,ES2823,Temporary,On-Site,5,40,1,14/04/2006,14/04/2007
H-1824,2824,DSII2824,Indefinite,On-Site,5,40,6,21/08/2005,N/A
H-1825,2825,ES2825,Indefinite,On-Site,5,40,3,19/01/2023,N/A
H-1826,2826,DSI2826,Temporary,On-Site,5,40,4,26/02/2005,26/02/2006
H-1827,2827,ISII2827,Indefinite,Hybrid,5,40,2,19/07/2012,N/A
H-1828,2828,ISII2828,Indefinite,Remote,5,40,1,07/12/2020,N/A
H-1829,2829,DSI2829,Temporary,Hybrid,5,40,6,08/05/2007,07/05/2008
H-1830,2830,ASI2830,Temporary,Remote,5,40,1,21/10/2021,21/10/2022
H-1831,2831,DSII2831,Temporary,On-Site,5,40,2,21/11/2020,21/11/2021
H-1832,2832,ISII2832,Indefinite,Remote,5,40,4,20/05/2018,N/A
H-1833,2833,ISII2833,Indefinite,Hybrid,5,40,5,11/07/2022,N/A
H-1834,2834,ASI2834,Indefinite,Hybrid,5,40,4,02/04/2007,N/A
H-1835,2835,DSII2835,Indefinite,On-Site,5,40,2,23/11/2017,N/A
H-1836,2836,ASI2836,Indefinite,On-Site,5,40,5,30/09/2013,N/A
H-1837,2837,ES2837,Temporary,Remote,5,40,1,12/08/2010,12/08/2011
H-1838,2838,ES2838,Indefinite,Hybrid,5,40,3,15/04/2011,N/A
H-1839,2839,ES2839,Temporary,Remote,5,40,2,01/10/2020,01/10/2021
H-1840,2840,ISII2840,Indefinite,Hybrid,5,40,3,17/01/2007,N/A
H-1841,2841,ES2841,Temporary,Hybrid,5,40,2,02/03/2017,02/03/2018
H-1842,2842,ISII2842,Temporary,Hybrid,5,40,6,24/02/2009,24/02/2010
H-1843,2843,DSII2843,Temporary,Hybrid,5,40,3,23/05/2005,23/05/2006
